"file","source_row","field","value","problem"
"boron_isotopes_dyez_2018.xlsx",63,"BG","0.23","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_dyez_2018.xlsx",66,"BG","0.23","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_dyez_2018.xlsx",67,"BG","0.23","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_dyez_2018.xlsx",69,"BG","0.23","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_dyez_2018.xlsx",70,"BG","0.23","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_dyez_2018.xlsx",71,"BG","0.23","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_dyez_2018.xlsx",72,"BG","0.23","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_dyez_2018.xlsx",75,"BG","0.23","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_dyez_2018.xlsx",76,"BG","0.23","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_dyez_2018.xlsx",78,"BG","0.23","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_dyez_2018.xlsx",79,"BG","0.23","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_dyez_2018.xlsx",80,"BG","0.23","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_dyez_2018.xlsx",83,"BG","0.23","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_dyez_2018.xlsx",84,"BG","0.23","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_dyez_2018.xlsx",85,"BG","0.23","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_dyez_2018.xlsx",87,"BG","0.23","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_dyez_2018.xlsx",90,"BG","0.23","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_dyez_2018.xlsx",91,"BG","0.23","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_dyez_2018.xlsx",107,"BG","0.816055428799475","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_dyez_2018.xlsx",118,"BG","0.43","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_foster_2008.xlsx",27,"BG","0.25","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_foster_2012.xlsx",13,"BG","0.4","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_foster_2012.xlsx",15,"BG","0.41","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_foster_2012.xlsx",16,"BG","0.26","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_greenop_2014.xlsx",5,"BG","0.305168135200385","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_greenop_2014.xlsx",6,"BG","0.243752928708609","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_greenop_2014.xlsx",7,"BG","0.313023523568078","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_greenop_2014.xlsx",16,"BG","0.910702948479731","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_greenop_2014.xlsx",21,"BG","0.626935301999861","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_greenop_2014.xlsx",28,"BG","0.247047579176864","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_greenop_2014.xlsx",32,"BG","0.82949760961758","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_greenop_2019.xlsx",7,"BG","0.261685055980634","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_greenop_2019.xlsx",8,"BG","0.27796508813921","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_greenop_2019.xlsx",9,"BG","0.236430505281325","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_greenop_2019.xlsx",14,"BG","0.265742090743503","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_greenop_2019.xlsx",15,"BG","0.249122632168157","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_greenop_2019.xlsx",17,"BG","0.248623556817279","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_greenop_2019.xlsx",23,"BG","0.160626146739505","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_henehan_2013.xlsx",22,"AI","not known","Non-numeric entry omitted from numeric output; original retained here"
"boron_isotopes_henehan_2013.xlsx",23,"AI","not known","Non-numeric entry omitted from numeric output; original retained here"
"boron_isotopes_henehan_2013.xlsx",24,"AI","not known","Non-numeric entry omitted from numeric output; original retained here"
"boron_isotopes_henehan_2013.xlsx",25,"AI","not known","Non-numeric entry omitted from numeric output; original retained here"
"boron_isotopes_henehan_2013.xlsx",26,"AI","not known","Non-numeric entry omitted from numeric output; original retained here"
"boron_isotopes_henehan_2013.xlsx",27,"AI","not known","Non-numeric entry omitted from numeric output; original retained here"
"boron_isotopes_henehan_2013.xlsx",28,"AI","not known","Non-numeric entry omitted from numeric output; original retained here"
"boron_isotopes_henehan_2013.xlsx",29,"AI","not known","Non-numeric entry omitted from numeric output; original retained here"
"boron_isotopes_henehan_2013.xlsx",30,"AI","not known","Non-numeric entry omitted from numeric output; original retained here"
"boron_isotopes_henehan_2013.xlsx",31,"AI","not known","Non-numeric entry omitted from numeric output; original retained here"
"boron_isotopes_henehan_2013.xlsx",32,"AI","not known","Non-numeric entry omitted from numeric output; original retained here"
"boron_isotopes_henehan_2013.xlsx",33,"AI","not known","Non-numeric entry omitted from numeric output; original retained here"
"boron_isotopes_henehan_2013.xlsx",34,"AI","not known","Non-numeric entry omitted from numeric output; original retained here"
"boron_isotopes_henehan_2013.xlsx",22,"AJ","not known","Non-numeric entry omitted from numeric output; original retained here"
"boron_isotopes_henehan_2013.xlsx",23,"AJ","not known","Non-numeric entry omitted from numeric output; original retained here"
"boron_isotopes_henehan_2013.xlsx",24,"AJ","not known","Non-numeric entry omitted from numeric output; original retained here"
"boron_isotopes_henehan_2013.xlsx",25,"AJ","not known","Non-numeric entry omitted from numeric output; original retained here"
"boron_isotopes_henehan_2013.xlsx",26,"AJ","not known","Non-numeric entry omitted from numeric output; original retained here"
"boron_isotopes_henehan_2013.xlsx",27,"AJ","not known","Non-numeric entry omitted from numeric output; original retained here"
"boron_isotopes_henehan_2013.xlsx",28,"AJ","not known","Non-numeric entry omitted from numeric output; original retained here"
"boron_isotopes_henehan_2013.xlsx",29,"AJ","not known","Non-numeric entry omitted from numeric output; original retained here"
"boron_isotopes_henehan_2013.xlsx",30,"AJ","not known","Non-numeric entry omitted from numeric output; original retained here"
"boron_isotopes_henehan_2013.xlsx",31,"AJ","not known","Non-numeric entry omitted from numeric output; original retained here"
"boron_isotopes_henehan_2013.xlsx",32,"AJ","not known","Non-numeric entry omitted from numeric output; original retained here"
"boron_isotopes_henehan_2013.xlsx",33,"AJ","not known","Non-numeric entry omitted from numeric output; original retained here"
"boron_isotopes_henehan_2013.xlsx",34,"AJ","not known","Non-numeric entry omitted from numeric output; original retained here"
"boron_isotopes_henehan_2013.xlsx",23,"BG","0.25","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_henehan_2013.xlsx",25,"BG","0.25","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_henehan_2013.xlsx",31,"BG","0.25","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_henehan_2013.xlsx",32,"BG","0.25","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_hoenisch_2005.xlsx",4,"CD","0.1002; NA","Only one uncertainty side available"
"boron_isotopes_hoenisch_2005.xlsx",5,"CD","0.1053; NA","Only one uncertainty side available"
"boron_isotopes_hoenisch_2005.xlsx",6,"CD","0.0864; NA","Only one uncertainty side available"
"boron_isotopes_hoenisch_2005.xlsx",7,"CD","0.0903; NA","Only one uncertainty side available"
"boron_isotopes_hoenisch_2005.xlsx",8,"CD","0.0861; NA","Only one uncertainty side available"
"boron_isotopes_hoenisch_2005.xlsx",9,"CD","0.1023; NA","Only one uncertainty side available"
"boron_isotopes_hoenisch_2005.xlsx",10,"CD","0.12; NA","Only one uncertainty side available"
"boron_isotopes_hoenisch_2005.xlsx",11,"CD","0.1116; NA","Only one uncertainty side available"
"boron_isotopes_hoenisch_2005.xlsx",12,"CD","0.0852; NA","Only one uncertainty side available"
"boron_isotopes_hoenisch_2005.xlsx",13,"CD","0.09; NA","Only one uncertainty side available"
"boron_isotopes_hoenisch_2005.xlsx",14,"CD","0.0969; NA","Only one uncertainty side available"
"boron_isotopes_hoenisch_2005.xlsx",15,"CD","0.084; NA","Only one uncertainty side available"
"boron_isotopes_hoenisch_2005.xlsx",16,"CD","0.09; NA","Only one uncertainty side available"
"boron_isotopes_hoenisch_2005.xlsx",17,"CD","0.0957; NA","Only one uncertainty side available"
"boron_isotopes_hoenisch_2005.xlsx",18,"CD","0.1098; NA","Only one uncertainty side available"
"boron_isotopes_hoenisch_2005.xlsx",19,"CD","0.1026; NA","Only one uncertainty side available"
"boron_isotopes_hoenisch_2009.xlsx",26,"BG","0.32","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_hoenisch_2009.xlsx",36,"BG","0.37","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_hoenisch_2009.xlsx",51,"BG","0.29","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_hoenisch_2009.xlsx",7,"CD","NA; 0.1053","Only one uncertainty side available"
"boron_isotopes_seki_2010.xlsx",5,"BG","0.12","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_seki_2010.xlsx",6,"BG","0.09","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_seki_2010.xlsx",7,"BG","0.14","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_seki_2010.xlsx",9,"BG","0.12","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_seki_2010.xlsx",10,"BG","0.14","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_seki_2010.xlsx",12,"BG","0.1","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_seki_2010.xlsx",14,"BG","0.09","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_seki_2010.xlsx",17,"BG","0.09","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_seki_2010.xlsx",20,"BG","0.17","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_seki_2010.xlsx",21,"BG","0.13","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_seki_2010.xlsx",4,"BY",,"Used explicit 2s magnitude headers; distribution label absent"
"boron_isotopes_seki_2010.xlsx",5,"BY",,"Used explicit 2s magnitude headers; distribution label absent"
"boron_isotopes_seki_2010.xlsx",6,"BY",,"Used explicit 2s magnitude headers; distribution label absent"
"boron_isotopes_seki_2010.xlsx",7,"BY",,"Used explicit 2s magnitude headers; distribution label absent"
"boron_isotopes_seki_2010.xlsx",8,"BY",,"Used explicit 2s magnitude headers; distribution label absent"
"boron_isotopes_seki_2010.xlsx",9,"BY",,"Used explicit 2s magnitude headers; distribution label absent"
"boron_isotopes_seki_2010.xlsx",10,"BY",,"Used explicit 2s magnitude headers; distribution label absent"
"boron_isotopes_seki_2010.xlsx",11,"BY",,"Used explicit 2s magnitude headers; distribution label absent"
"boron_isotopes_seki_2010.xlsx",12,"BY",,"Used explicit 2s magnitude headers; distribution label absent"
"boron_isotopes_seki_2010.xlsx",13,"BY",,"Used explicit 2s magnitude headers; distribution label absent"
"boron_isotopes_seki_2010.xlsx",14,"BY",,"Used explicit 2s magnitude headers; distribution label absent"
"boron_isotopes_seki_2010.xlsx",15,"BY",,"Used explicit 2s magnitude headers; distribution label absent"
"boron_isotopes_seki_2010.xlsx",16,"BY",,"Used explicit 2s magnitude headers; distribution label absent"
"boron_isotopes_seki_2010.xlsx",17,"BY",,"Used explicit 2s magnitude headers; distribution label absent"
"boron_isotopes_seki_2010.xlsx",18,"BY",,"Used explicit 2s magnitude headers; distribution label absent"
"boron_isotopes_seki_2010.xlsx",19,"BY",,"Used explicit 2s magnitude headers; distribution label absent"
"boron_isotopes_seki_2010.xlsx",20,"BY",,"Used explicit 2s magnitude headers; distribution label absent"
"boron_isotopes_seki_2010.xlsx",21,"BY",,"Used explicit 2s magnitude headers; distribution label absent"
"boron_isotopes_seki_2010.xlsx",22,"BY",,"Used explicit 2s magnitude headers; distribution label absent"
"boron_isotopes_seki_2010.xlsx",23,"BY",,"Used explicit 2s magnitude headers; distribution label absent"
"boron_isotopes_sosdian_2018.xlsx",51,"BG","0.09","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_sosdian_2018.xlsx",54,"BG","0.17","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_sosdian_2018.xlsx",55,"BG","0.13","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_sosdian_2018.xlsx",59,"BG","0.305168135200385","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_sosdian_2018.xlsx",60,"BG","0.243752928708609","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_sosdian_2018.xlsx",61,"BG","0.313023523568078","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_sosdian_2018.xlsx",70,"BG","0.910702948479731","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_sosdian_2018.xlsx",75,"BG","0.626935301999861","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_sosdian_2018.xlsx",82,"BG","0.247047579176864","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_sosdian_2018.xlsx",86,"BG","0.82949760961758","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_sosdian_2018.xlsx",94,"BG","0.23","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_sosdian_2018.xlsx",102,"BG","0.4","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_sosdian_2018.xlsx",104,"BG","0.41","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_sosdian_2018.xlsx",105,"BG","0.26","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_stap_2016.xlsx",25,"AG","0.5387","Age-only row with no sample metadata or measurements; excluded"
"boron_isotopes_stap_2016.xlsx",26,"AG","0.5418","Age-only row with no sample metadata or measurements; excluded"
"boron_isotopes_stap_2016.xlsx",27,"AG","0.5963","Age-only row with no sample metadata or measurements; excluded"
"boron_isotopes_stap_2016.xlsx",28,"AG","0.6204","Age-only row with no sample metadata or measurements; excluded"
"boron_isotopes_stap_2016.xlsx",29,"AG","0.7579","Age-only row with no sample metadata or measurements; excluded"
"boron_isotopes_stap_2016.xlsx",30,"AG","0.8194","Age-only row with no sample metadata or measurements; excluded"
"boron_isotopes_stap_2016.xlsx",31,"AG","0.8588","Age-only row with no sample metadata or measurements; excluded"
"boron_isotopes_stap_2016.xlsx",32,"AG","0.9445","Age-only row with no sample metadata or measurements; excluded"
"boron_isotopes_stap_2016.xlsx",33,"AG","1.8204","Age-only row with no sample metadata or measurements; excluded"
"boron_isotopes_stap_2016.xlsx",34,"AG","2.736","Age-only row with no sample metadata or measurements; excluded"
"boron_isotopes_stap_2016.xlsx",35,"AG","2.8872","Age-only row with no sample metadata or measurements; excluded"
"boron_isotopes_stap_2016.xlsx",36,"AG","3.0408","Age-only row with no sample metadata or measurements; excluded"
"boron_isotopes_stap_2016.xlsx",37,"AG","3.2145","Age-only row with no sample metadata or measurements; excluded"
"boron_isotopes_stap_2016.xlsx",38,"AG","3.6594","Age-only row with no sample metadata or measurements; excluded"
"boron_isotopes_stap_2016.xlsx",39,"AG","3.887","Age-only row with no sample metadata or measurements; excluded"
"boron_isotopes_stap_2016.xlsx",40,"AG","4.0995","Age-only row with no sample metadata or measurements; excluded"
"boron_isotopes_stap_2016.xlsx",41,"AG","4.1991","Age-only row with no sample metadata or measurements; excluded"
"boron_isotopes_stap_2016.xlsx",42,"AG","5.185","Age-only row with no sample metadata or measurements; excluded"
"boron_isotopes_stap_2016.xlsx",43,"AG","6.35","Age-only row with no sample metadata or measurements; excluded"
"boron_isotopes_guillermic_2022.xlsx",93,"duplicate","boron_isotopes_guillermic_2022.xlsx:4","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",94,"duplicate","boron_isotopes_guillermic_2022.xlsx:5","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",95,"duplicate","boron_isotopes_guillermic_2022.xlsx:6","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",96,"duplicate","boron_isotopes_guillermic_2022.xlsx:7","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",97,"duplicate","boron_isotopes_guillermic_2022.xlsx:8","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",98,"duplicate","boron_isotopes_guillermic_2022.xlsx:9","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",99,"duplicate","boron_isotopes_guillermic_2022.xlsx:10","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",100,"duplicate","boron_isotopes_guillermic_2022.xlsx:11","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",101,"duplicate","boron_isotopes_guillermic_2022.xlsx:12","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",102,"duplicate","boron_isotopes_guillermic_2022.xlsx:13","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",103,"duplicate","boron_isotopes_guillermic_2022.xlsx:14","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",104,"duplicate","boron_isotopes_guillermic_2022.xlsx:15","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",105,"duplicate","boron_isotopes_guillermic_2022.xlsx:16","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",106,"duplicate","boron_isotopes_guillermic_2022.xlsx:17","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",107,"duplicate","boron_isotopes_guillermic_2022.xlsx:18","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",108,"duplicate","boron_isotopes_guillermic_2022.xlsx:19","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",109,"duplicate","boron_isotopes_guillermic_2022.xlsx:20","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",110,"duplicate","boron_isotopes_guillermic_2022.xlsx:21","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",111,"duplicate","boron_isotopes_guillermic_2022.xlsx:22","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",112,"duplicate","boron_isotopes_guillermic_2022.xlsx:23","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",113,"duplicate","boron_isotopes_guillermic_2022.xlsx:24","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",114,"duplicate","boron_isotopes_guillermic_2022.xlsx:25","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",115,"duplicate","boron_isotopes_guillermic_2022.xlsx:26","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",116,"duplicate","boron_isotopes_guillermic_2022.xlsx:27","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",117,"duplicate","boron_isotopes_guillermic_2022.xlsx:28","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",118,"duplicate","boron_isotopes_guillermic_2022.xlsx:29","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",119,"duplicate","boron_isotopes_guillermic_2022.xlsx:30","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",120,"duplicate","boron_isotopes_guillermic_2022.xlsx:31","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",121,"duplicate","boron_isotopes_guillermic_2022.xlsx:32","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",122,"duplicate","boron_isotopes_guillermic_2022.xlsx:33","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",123,"duplicate","boron_isotopes_guillermic_2022.xlsx:34","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",124,"duplicate","boron_isotopes_guillermic_2022.xlsx:35","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",125,"duplicate","boron_isotopes_guillermic_2022.xlsx:36","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",126,"duplicate","boron_isotopes_guillermic_2022.xlsx:37","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",127,"duplicate","boron_isotopes_guillermic_2022.xlsx:38","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",128,"duplicate","boron_isotopes_guillermic_2022.xlsx:39","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",129,"duplicate","boron_isotopes_guillermic_2022.xlsx:40","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",130,"duplicate","boron_isotopes_guillermic_2022.xlsx:41","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",131,"duplicate","boron_isotopes_guillermic_2022.xlsx:42","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",132,"duplicate","boron_isotopes_guillermic_2022.xlsx:43","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",133,"duplicate","boron_isotopes_guillermic_2022.xlsx:44","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",134,"duplicate","boron_isotopes_guillermic_2022.xlsx:45","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",135,"duplicate","boron_isotopes_guillermic_2022.xlsx:46","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",136,"duplicate","boron_isotopes_guillermic_2022.xlsx:47","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",137,"duplicate","boron_isotopes_guillermic_2022.xlsx:48","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",138,"duplicate","boron_isotopes_guillermic_2022.xlsx:49","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",139,"duplicate","boron_isotopes_guillermic_2022.xlsx:50","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",140,"duplicate","boron_isotopes_guillermic_2022.xlsx:51","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",141,"duplicate","boron_isotopes_guillermic_2022.xlsx:52","Redundant record removed; original retained with no loss of mapped inputs"
"boron_isotopes_guillermic_2022.xlsx",142,"duplicate","boron_isotopes_guillermic_2022.xlsx:53","Redundant record removed; original retained with no loss of mapped inputs"
